participantId,Age_enc,Sex_enc,work_in_finance_enc,invest_own_score,first_invest_time_enc,trade_freq_12m_enc,news_follow_freq_enc,risk_pref_score,time_preference_switch,fin_lit_score,fin_lit_selfassess_1_enc,fin_overconfidence_1_enc,portfolio_confidence_1_enc,trust_ai_score,market_outlook_2wk_enc,market_volatility_2w_enc
2229,55,0,0,0.125,5,,1,0.3333333333333333,1,0.8571428571428571,60.0,2.0,3.0,4.25,4,5.0
1328,29,0,1,0.375,3,1.0,2,0.5416666666666666,5,0.8571428571428571,30.0,3.0,2.0,1.75,5,2.0
2202,54,0,0,0.625,2,2.0,3,0.1666666666666666,6,0.7142857142857143,90.0,2.0,6.0,5.5,5,4.0
1648,56,0,0,0.375,5,2.0,2,0.1666666666666666,1,0.7142857142857143,90.0,5.0,4.0,5.0,5,4.0
1144,23,1,0,0.25,3,3.0,2,0.5833333333333333,1,0.8571428571428571,70.0,5.0,5.0,3.5,3,6.0
1029,30,0,0,0.375,5,1.0,1,0.4166666666666666,1,0.8571428571428571,80.0,4.0,4.0,3.25,3,5.0
2009,37,0,0,0.125,2,2.0,2,0.125,1,0.7142857142857143,90.0,4.0,4.0,4.5,5,4.0
1528,38,0,0,0.375,4,3.0,2,0.5833333333333333,1,0.8571428571428571,80.0,4.0,5.0,1.5,5,5.0
447,37,0,0,0.25,5,2.0,3,0.6666666666666666,1,1.0,80.0,5.0,6.0,3.75,6,6.0
287,26,1,0,0.375,3,1.0,1,0.6666666666666667,2,0.7142857142857143,60.0,2.0,3.0,3.0,5,3.0
373,44,0,0,0.25,3,,2,0.4166666666666666,1,0.8571428571428571,70.0,4.0,5.0,3.5,3,4.0
221,45,1,0,0.125,4,,1,0.5833333333333333,3,1.0,60.0,3.0,3.0,5.0,1,4.0
222,39,0,0,0.25,5,,1,0.125,1,0.8571428571428571,50.0,2.0,5.0,2.75,5,4.0
1436,36,0,0,0.375,3,2.0,1,0.2083333333333333,1,0.7142857142857143,60.0,4.0,5.0,3.0,3,4.0
1143,26,0,1,0.125,2,1.0,2,0.4583333333333333,1,0.7142857142857143,30.0,1.0,2.0,2.5,1,3.0
1207,35,0,0,0.375,2,1.0,2,0.4166666666666666,1,0.5714285714285714,40.0,3.0,3.0,3.75,3,5.0
1277,33,1,0,0.375,2,2.0,3,0.2916666666666666,1,0.8571428571428571,90.0,4.0,5.0,2.75,3,4.0
1444,42,1,0,0.75,5,3.0,3,0.5833333333333334,1,0.7142857142857143,90.0,6.0,6.0,5.25,6,3.0
1084,40,0,0,0.25,2,1.0,2,0.25,1,0.8571428571428571,20.0,1.0,1.0,4.0,7,5.0
935,50,0,1,0.125,4,1.0,1,0.3333333333333333,1,0.7142857142857143,20.0,1.0,1.0,4.5,5,4.0
253,62,0,0,0.2857142857142857,5,,1,0.5,5,0.7142857142857143,70.0,4.0,5.0,4.25,5,5.0
1214,54,0,1,0.75,5,3.0,3,0.0,5,0.8571428571428571,90.0,6.0,7.0,2.0,2,4.0
2232,34,1,0,0.375,3,2.0,3,0.3333333333333333,2,1.0,100.0,6.0,5.0,4.75,5,2.0
41,42,1,0,0.375,4,2.0,3,0.4166666666666666,5,0.8571428571428571,80.0,6.0,5.0,3.75,6,4.0
2296,47,0,0,0.125,4,,1,0.0833333333333333,1,0.4285714285714285,30.0,2.0,2.0,4.5,2,4.0
507,46,1,0,0.375,4,1.0,2,0.375,1,0.7142857142857143,70.0,4.0,4.0,3.75,4,4.0
1076,60,0,0,0.5,5,,1,0.0,1,1.0,80.0,1.0,3.0,4.5,2,5.0
1446,43,1,0,0.25,4,,1,0.3333333333333333,5,0.5714285714285714,40.0,5.0,4.0,1.75,5,6.0
2033,28,1,0,0.375,2,1.0,2,0.25,1,0.8571428571428571,30.0,3.0,3.0,3.0,1,7.0
521,38,1,0,0.375,3,1.0,2,0.0833333333333333,5,0.7142857142857143,70.0,5.0,5.0,4.75,6,5.0
2129,30,0,0,0.5,2,3.0,3,0.2083333333333333,4,0.7142857142857143,70.0,4.0,5.0,3.5,5,4.0
608,53,1,0,0.25,5,1.0,2,0.2083333333333333,1,0.7142857142857143,80.0,3.0,4.0,3.75,3,5.0
1908,32,1,0,0.4285714285714285,4,1.0,2,0.625,1,0.8571428571428571,70.0,5.0,3.0,3.5,2,5.0
1112,37,0,0,0.25,2,2.0,1,0.0,1,0.8571428571428571,100.0,3.0,5.0,5.25,3,6.0
1828,42,0,0,0.125,1,1.0,2,0.25,8,1.0,60.0,4.0,5.0,3.5,5,5.0
1516,21,1,0,0.375,2,2.0,3,0.5833333333333333,4,1.0,90.0,5.0,6.0,4.5,2,6.0
2266,20,1,0,0.25,2,2.0,0,0.1666666666666666,9,0.5714285714285714,20.0,3.0,4.0,4.5,4,4.0
852,24,1,0,0.375,2,3.0,3,0.5416666666666667,3,1.0,90.0,6.0,6.0,4.5,5,4.0
1673,68,0,0,0.5,5,2.0,2,0.0833333333333333,1,0.8571428571428571,100.0,5.0,5.0,2.0,2,6.0
630,25,0,0,0.125,3,1.0,2,0.125,1,0.4285714285714285,30.0,4.0,4.0,3.5,3,4.0
1810,36,1,0,0.625,3,1.0,2,0.7916666666666667,5,0.7142857142857143,80.0,6.0,7.0,4.25,5,6.0
1926,33,0,0,0.125,4,2.0,1,0.4583333333333333,1,1.0,70.0,2.0,2.0,1.25,3,4.0
1043,27,1,0,0.375,3,1.0,1,0.75,3,0.5714285714285714,70.0,5.0,4.0,3.0,5,4.0
1325,31,0,0,0.375,2,3.0,1,0.3333333333333333,2,0.7142857142857143,50.0,1.0,1.0,2.5,5,4.0
2095,36,0,0,0.25,3,2.0,2,0.2083333333333333,1,0.7142857142857143,60.0,3.0,5.0,2.5,5,3.0
1783,24,0,0,0.125,2,2.0,1,0.0833333333333333,5,0.7142857142857143,50.0,3.0,5.0,4.25,3,6.0
501,39,1,0,0.0,5,,2,0.2083333333333333,1,0.8571428571428571,70.0,4.0,2.0,3.75,5,5.0
2356,27,1,1,0.5,2,2.0,2,0.2916666666666666,6,0.5714285714285714,70.0,5.0,5.0,4.0,6,6.0
669,45,0,0,0.25,5,1.0,2,0.1666666666666666,4,0.7142857142857143,70.0,2.0,2.0,2.25,3,4.0
159,29,1,1,0.25,4,3.0,1,0.5,1,0.8571428571428571,90.0,7.0,7.0,5.5,7,4.0
776,21,1,0,0.125,2,1.0,2,0.4583333333333333,9,0.7142857142857143,100.0,4.0,4.0,4.25,4,4.0
1606,34,0,0,0.375,2,,2,0.2916666666666666,1,0.7142857142857143,70.0,2.0,4.0,4.75,4,4.0
925,28,1,1,0.375,4,3.0,3,0.7916666666666667,2,1.0,90.0,6.0,6.0,4.25,3,6.0
1297,35,0,0,0.125,1,1.0,2,0.3333333333333333,5,0.8571428571428571,70.0,4.0,4.0,3.75,4,4.0
1628,37,0,0,0.4285714285714285,4,2.0,2,0.1666666666666666,1,0.7142857142857143,40.0,4.0,5.0,1.0,4,4.0
178,37,0,0,1.0,5,2.0,1,0.25,8,0.2857142857142857,90.0,4.0,3.0,3.75,6,6.0
2086,29,0,0,0.0,1,,0,0.2083333333333333,9,0.4285714285714285,10.0,2.0,2.0,3.75,3,4.0
566,48,1,0,0.25,4,3.0,2,0.6666666666666667,8,0.8571428571428571,50.0,1.0,1.0,3.75,4,6.0
2270,56,0,0,0.0,5,,1,0.25,1,0.8571428571428571,90.0,5.0,6.0,1.75,2,4.0
1278,39,0,1,0.5,2,1.0,2,0.4583333333333333,9,0.4285714285714285,50.0,5.0,5.0,3.5,2,3.0
1159,24,1,0,0.2857142857142857,1,,1,0.6666666666666666,1,0.7142857142857143,40.0,2.0,6.0,4.5,5,5.0
766,36,1,0,0.5,5,3.0,3,0.3333333333333333,3,1.0,80.0,5.0,4.0,4.0,4,7.0
2160,20,0,1,0.25,1,2.0,2,0.5416666666666667,5,1.0,80.0,5.0,5.0,5.0,4,2.0
2092,44,1,1,0.75,5,3.0,3,0.6666666666666666,1,1.0,100.0,4.0,7.0,3.25,6,4.0
54,44,1,0,0.25,2,2.0,2,0.2083333333333333,6,0.8571428571428571,60.0,3.0,2.0,3.5,5,5.0
123,54,0,0,0.375,2,,3,0.5,1,0.7142857142857143,30.0,2.0,2.0,5.5,4,5.0
1850,43,0,0,0.25,3,,2,0.3333333333333333,5,0.8571428571428571,10.0,1.0,1.0,5.0,2,4.0
526,32,1,0,0.125,1,,1,0.3333333333333333,1,0.8571428571428571,80.0,1.0,1.0,2.75,2,5.0
765,22,0,1,0.375,2,1.0,3,0.0833333333333333,8,0.8571428571428571,70.0,5.0,4.0,2.25,3,5.0
1935,22,1,0,0.375,3,2.0,2,0.3333333333333333,1,0.8571428571428571,80.0,5.0,6.0,5.0,6,4.0
2211,31,1,0,0.625,4,3.0,3,0.75,1,0.8571428571428571,70.0,4.0,4.0,3.5,6,4.0
1688,19,1,1,0.5,2,3.0,3,0.125,1,0.8571428571428571,80.0,6.0,6.0,2.75,5,3.0
2178,44,0,0,0.25,3,,1,0.5833333333333333,1,0.7142857142857143,40.0,1.0,1.0,4.0,3,5.0
1511,28,1,0,0.0,1,,0,0.6666666666666667,5,0.4285714285714285,30.0,2.0,1.0,4.0,3,3.0
1900,48,0,0,0.75,5,,2,0.0833333333333333,1,0.8571428571428571,50.0,3.0,2.0,3.0,5,3.0
1815,24,0,0,0.125,1,,1,0.2916666666666666,8,0.7142857142857143,70.0,3.0,3.0,3.75,3,5.0
757,41,0,0,0.375,2,2.0,2,0.2916666666666666,7,0.7142857142857143,70.0,5.0,2.0,2.5,2,4.0
1368,37,0,0,0.5,3,1.0,2,0.1666666666666666,5,0.7142857142857143,40.0,4.0,4.0,4.25,3,4.0
1399,20,1,0,0.0,3,,2,0.0833333333333333,3,0.8571428571428571,70.0,5.0,5.0,4.25,4,5.0
150,46,0,1,0.625,5,2.0,3,0.3333333333333333,1,0.8571428571428571,100.0,5.0,6.0,3.25,3,5.0
1836,39,1,0,0.125,3,1.0,1,0.75,5,0.8571428571428571,80.0,4.0,5.0,4.25,5,4.0
1666,66,0,0,0.25,5,,2,0.2083333333333333,5,0.7142857142857143,20.0,2.0,5.0,4.75,3,3.0
1922,39,1,0,0.375,4,3.0,3,0.7916666666666667,2,1.0,90.0,4.0,5.0,3.75,5,6.0
2283,53,1,0,0.5,5,,1,0.25,1,0.8571428571428571,90.0,3.0,5.0,4.75,6,7.0
1052,68,0,0,0.5,1,,2,0.4166666666666666,1,0.7142857142857143,80.0,1.0,2.0,3.25,4,4.0
843,54,0,0,0.375,5,2.0,3,0.125,5,0.7142857142857143,70.0,3.0,3.0,2.25,6,4.0
1863,49,0,1,0.75,4,2.0,3,0.4166666666666666,2,1.0,70.0,4.0,5.0,3.5,3,6.0
1840,38,0,0,0.125,1,,0,0.375,1,0.5714285714285714,40.0,2.0,2.0,4.0,4,4.0
1378,33,1,0,0.375,4,2.0,2,0.5833333333333334,1,1.0,80.0,5.0,3.0,2.75,4,5.0
100,41,0,0,0.0,3,,0,0.7916666666666667,4,0.4285714285714285,10.0,1.0,1.0,5.0,3,4.0
1740,53,1,0,0.125,4,,2,0.125,1,0.7142857142857143,80.0,4.0,5.0,3.5,3,3.0
1975,33,0,0,0.625,4,2.0,2,0.2083333333333333,1,1.0,60.0,5.0,5.0,3.75,3,6.0
1694,40,0,0,1.0,4,1.0,2,0.25,1,0.8571428571428571,70.0,5.0,4.0,4.5,4,5.0
711,36,1,0,0.25,4,,2,0.4583333333333333,1,0.8571428571428571,80.0,4.0,3.0,2.25,5,6.0
144,27,1,0,0.0,1,,1,0.4166666666666666,4,1.0,60.0,3.0,2.0,3.5,5,4.0
892,33,1,1,0.5,3,1.0,2,0.5833333333333333,4,0.1428571428571428,80.0,7.0,7.0,4.0,7,6.0
634,22,0,1,0.25,2,1.0,3,0.625,8,0.5714285714285714,40.0,2.0,6.0,3.0,5,4.0
297,29,1,0,0.5,2,1.0,2,0.4166666666666666,5,0.7142857142857143,10.0,2.0,4.0,3.25,5,4.0
460,64,1,1,0.5,1,1.0,3,0.5,9,1.0,100.0,7.0,7.0,5.5,7,7.0
1067,49,1,0,0.625,4,3.0,3,0.5833333333333333,1,0.5714285714285714,30.0,3.0,5.0,4.0,6,6.0
1388,22,0,1,0.7142857142857143,2,1.0,1,0.2916666666666666,5,0.8571428571428571,70.0,5.0,3.0,3.25,3,3.0
1412,42,1,0,0.375,5,2.0,3,0.25,2,0.7142857142857143,80.0,5.0,5.0,4.0,5,4.0
635,48,1,0,0.375,4,3.0,3,0.5416666666666667,1,0.8571428571428571,90.0,5.0,5.0,5.0,6,4.0
897,58,0,0,0.375,5,1.0,2,0.3333333333333333,1,0.7142857142857143,40.0,4.0,4.0,3.75,6,3.0
762,19,1,1,0.5,1,2.0,3,0.6666666666666666,1,1.0,100.0,6.0,5.0,3.0,3,5.0
2150,30,1,1,0.125,3,,3,0.6666666666666666,1,1.0,70.0,4.0,4.0,3.5,6,4.0
262,41,0,0,0.0,1,,1,0.3333333333333333,1,0.8571428571428571,60.0,3.0,2.0,3.25,7,4.0
786,26,1,1,0.4285714285714285,3,1.0,3,0.7916666666666667,6,0.7142857142857143,60.0,6.0,6.0,3.25,5,4.0
1818,32,1,0,0.75,4,3.0,2,0.2916666666666666,3,0.8571428571428571,80.0,6.0,6.0,2.75,5,5.0
95,20,0,0,0.375,2,2.0,2,0.5833333333333333,4,0.7142857142857143,40.0,4.0,3.0,4.0,5,3.0
1034,34,1,0,0.375,4,1.0,3,0.875,1,0.7142857142857143,80.0,6.0,4.0,3.0,6,6.0
499,32,1,0,0.625,4,3.0,2,0.2916666666666666,2,0.8571428571428571,90.0,7.0,6.0,4.25,3,4.0
569,44,0,0,0.5,5,,3,0.7916666666666667,1,0.8571428571428571,80.0,5.0,5.0,5.5,5,4.0
1380,31,0,0,0.375,4,,2,0.1666666666666666,1,0.8571428571428571,70.0,5.0,5.0,3.5,5,6.0
1495,39,1,0,0.0,1,,0,0.125,1,0.8571428571428571,80.0,1.0,2.0,3.25,5,3.0
770,29,0,0,0.625,3,1.0,1,0.8333333333333333,1,0.7142857142857143,60.0,3.0,4.0,3.5,6,5.0
290,36,1,0,0.4285714285714285,2,3.0,2,0.6666666666666666,2,0.5714285714285714,60.0,4.0,5.0,3.25,2,6.0
1451,32,1,0,0.7142857142857143,4,3.0,2,0.5833333333333334,1,0.8571428571428571,80.0,4.0,6.0,1.25,2,5.0
86,18,0,0,0.25,1,3.0,3,0.4166666666666666,4,0.8571428571428571,60.0,4.0,5.0,3.25,5,5.0
430,31,0,0,0.1428571428571428,3,,0,0.25,8,0.5714285714285714,30.0,2.0,2.0,4.75,4,5.0
171,49,0,0,0.1666666666666666,5,,1,0.2083333333333333,1,1.0,90.0,4.0,2.0,3.25,2,5.0
365,31,1,0,0.375,3,1.0,2,0.2083333333333333,1,0.8571428571428571,70.0,3.0,3.0,4.5,5,3.0
563,54,0,0,0.625,4,1.0,2,0.1666666666666666,4,0.8571428571428571,40.0,4.0,5.0,4.5,5,4.0
656,29,1,0,0.25,3,2.0,2,0.6666666666666667,5,0.4285714285714285,40.0,4.0,4.0,3.5,5,4.0
377,31,0,0,0.125,2,1.0,1,0.1666666666666666,5,0.8571428571428571,50.0,2.0,3.0,3.5,4,2.0
1668,18,1,0,0.25,1,2.0,1,0.4166666666666667,5,0.7142857142857143,50.0,3.0,4.0,4.5,2,2.0
1042,42,0,0,0.25,3,1.0,2,0.6666666666666667,9,0.5714285714285714,60.0,3.0,4.0,4.75,3,4.0
1352,20,0,0,0.125,1,,1,0.4166666666666666,1,0.7142857142857143,80.0,3.0,2.0,4.5,3,5.0
1867,31,0,0,0.1428571428571428,1,1.0,1,0.5416666666666666,2,0.5714285714285714,40.0,2.0,2.0,3.25,5,4.0
1788,47,0,0,0.25,4,1.0,2,0.25,1,1.0,40.0,3.0,6.0,2.5,1,7.0
1263,56,1,0,0.25,5,,1,0.4583333333333333,1,0.8571428571428571,70.0,3.0,3.0,3.75,3,5.0
878,47,0,0,0.125,3,,0,0.3333333333333333,1,0.5714285714285714,40.0,1.0,1.0,6.0,5,2.0
1092,26,1,0,0.0,3,1.0,0,0.25,1,0.4285714285714285,10.0,1.0,1.0,1.5,6,4.0
1428,56,1,0,0.375,5,2.0,2,0.3333333333333333,6,1.0,80.0,4.0,6.0,3.25,5,4.0
332,26,0,0,0.125,1,1.0,1,0.0833333333333333,1,0.8571428571428571,50.0,2.0,2.0,4.0,4,4.0
1538,36,1,1,0.625,5,3.0,2,0.7083333333333333,5,1.0,80.0,2.0,3.0,4.0,5,6.0
2304,23,1,1,0.375,2,2.0,2,0.9166666666666669,2,0.5714285714285714,90.0,4.0,5.0,3.25,3,3.0
798,42,0,0,0.375,2,2.0,2,0.5,4,0.7142857142857143,70.0,5.0,6.0,4.75,5,2.0
2174,34,1,1,0.4285714285714285,1,1.0,2,0.3333333333333333,6,0.8571428571428571,80.0,5.0,5.0,3.25,6,3.0
1370,27,1,0,0.25,3,1.0,1,0.2916666666666666,1,0.8571428571428571,80.0,5.0,5.0,2.5,3,6.0
1056,39,0,0,0.5,5,2.0,2,0.2916666666666666,1,1.0,80.0,5.0,5.0,4.0,5,4.0
788,25,0,0,0.2857142857142857,2,3.0,2,0.3333333333333333,2,0.8571428571428571,70.0,4.0,5.0,2.75,7,6.0
2074,29,1,0,0.625,2,3.0,3,0.3333333333333333,8,0.7142857142857143,80.0,2.0,6.0,3.75,6,4.0
1695,44,1,0,1.0,5,3.0,2,0.3333333333333333,3,0.7142857142857143,40.0,5.0,4.0,3.25,5,6.0
723,25,1,1,0.25,3,3.0,3,0.0833333333333333,1,0.8571428571428571,90.0,5.0,5.0,4.5,5,6.0
156,47,0,0,0.0,1,,2,0.1666666666666666,4,0.8571428571428571,20.0,2.0,1.0,3.25,2,4.0
1221,30,1,0,0.75,5,3.0,3,0.8333333333333333,5,1.0,100.0,7.0,7.0,1.5,6,6.0
186,67,1,0,0.5,5,3.0,3,0.4166666666666666,1,1.0,80.0,4.0,2.0,2.75,4,5.0
37,46,0,0,0.625,5,2.0,3,0.2083333333333333,1,0.7142857142857143,70.0,5.0,6.0,1.75,6,5.0
1855,46,0,1,0.375,5,1.0,2,0.1666666666666666,1,1.0,90.0,4.0,5.0,4.75,5,4.0
1293,31,0,0,0.625,3,2.0,2,0.4166666666666666,6,1.0,70.0,4.0,5.0,6.0,4,4.0
1381,54,1,0,0.0,5,,2,0.2916666666666666,8,0.7142857142857143,70.0,2.0,4.0,2.5,3,6.0
838,25,1,1,0.7142857142857143,3,2.0,2,0.6666666666666667,1,0.4285714285714285,90.0,7.0,6.0,5.75,7,6.0
404,37,0,0,0.25,2,,2,0.7916666666666667,1,0.5714285714285714,50.0,4.0,4.0,4.75,5,4.0
1468,45,1,0,0.75,3,3.0,3,0.4166666666666667,9,0.5714285714285714,20.0,1.0,2.0,5.0,3,6.0
609,66,1,1,0.3333333333333333,1,1.0,1,0.5833333333333333,5,0.7142857142857143,60.0,4.0,2.0,1.25,5,4.0
1593,26,0,0,0.125,4,2.0,2,0.3333333333333333,9,0.4285714285714285,40.0,3.0,4.0,4.25,5,5.0
1737,48,0,0,0.375,5,1.0,1,0.125,1,0.5714285714285714,70.0,4.0,4.0,3.75,5,2.0
2085,43,1,0,0.125,5,1.0,2,0.5416666666666667,1,0.8571428571428571,90.0,4.0,4.0,1.0,2,7.0
680,52,0,0,0.5,5,1.0,2,0.5,6,0.7142857142857143,80.0,4.0,5.0,4.5,5,1.0
769,46,0,0,0.25,5,,2,0.5833333333333333,3,0.7142857142857143,70.0,5.0,5.0,4.0,4,5.0
2015,26,1,0,0.0,4,,2,0.4583333333333333,6,1.0,60.0,3.0,5.0,5.0,6,3.0
1031,34,1,1,0.625,5,3.0,2,0.3333333333333333,1,1.0,70.0,5.0,5.0,4.25,3,5.0
1182,42,1,0,0.8333333333333334,5,3.0,3,0.25,1,0.8571428571428571,80.0,4.0,6.0,4.0,3,6.0
1741,27,0,0,0.25,3,2.0,2,0.2916666666666666,3,0.7142857142857143,60.0,3.0,4.0,3.75,6,2.0
1716,58,1,0,0.7142857142857143,5,1.0,3,0.1666666666666666,1,0.7142857142857143,80.0,5.0,5.0,5.75,5,4.0
848,51,1,0,0.5,4,2.0,2,0.5833333333333333,1,1.0,80.0,5.0,5.0,5.25,4,4.0
1753,19,1,0,0.125,2,1.0,1,0.4166666666666666,1,1.0,80.0,4.0,4.0,4.5,4,3.0
887,38,1,0,0.5,4,1.0,3,0.5416666666666667,1,0.8571428571428571,50.0,5.0,1.0,3.75,6,4.0
1295,25,1,0,0.25,3,2.0,2,0.8333333333333333,5,0.7142857142857143,60.0,4.0,5.0,3.25,6,7.0
1777,37,0,0,0.375,2,2.0,3,0.2083333333333333,6,0.8571428571428571,90.0,5.0,3.0,4.0,3,6.0
1799,37,1,0,0.375,3,2.0,1,0.2083333333333333,1,0.8571428571428571,100.0,1.0,2.0,5.25,6,3.0
722,56,1,0,0.375,5,2.0,2,0.3333333333333333,5,0.8571428571428571,60.0,4.0,4.0,3.25,3,4.0
1471,35,1,0,0.375,4,3.0,3,0.5,5,1.0,90.0,4.0,6.0,5.25,4,5.0
1085,21,0,0,0.3333333333333333,3,,0,0.3333333333333333,1,0.4285714285714285,10.0,1.0,1.0,3.0,6,6.0
1147,30,0,0,0.375,5,2.0,1,0.125,3,0.8571428571428571,90.0,3.0,5.0,3.5,5,3.0
1389,20,0,1,0.125,2,,3,0.3333333333333333,1,1.0,90.0,2.0,5.0,1.0,3,5.0
990,50,0,0,0.8,3,2.0,1,0.2083333333333333,3,0.8571428571428571,70.0,2.0,2.0,4.0,6,3.0
1305,34,1,0,0.5,4,1.0,2,0.5,1,0.4285714285714285,70.0,5.0,4.0,5.0,2,3.0
2004,49,1,0,0.25,5,3.0,1,0.6666666666666667,1,0.7142857142857143,90.0,5.0,5.0,3.75,3,4.0
2311,37,1,0,0.375,4,1.0,2,0.5833333333333334,1,1.0,100.0,5.0,4.0,1.0,5,4.0
666,52,0,0,0.0,3,,2,0.3333333333333333,3,0.8571428571428571,100.0,4.0,5.0,1.5,5,4.0
2379,29,0,0,0.2857142857142857,2,1.0,2,0.4583333333333333,5,0.5714285714285714,60.0,3.0,6.0,5.5,6,5.0
623,65,0,0,0.5714285714285714,5,1.0,3,0.3333333333333333,1,0.8571428571428571,70.0,2.0,2.0,4.0,5,4.0
1280,28,1,0,0.375,5,3.0,3,0.4583333333333333,1,0.8571428571428571,90.0,7.0,7.0,1.75,5,5.0
1077,61,1,1,0.375,5,3.0,3,0.4583333333333333,1,1.0,100.0,5.0,6.0,5.5,5,4.0
